Subject,Channel,Band,Correlation,P_Value
13,C1,Theta,0.026028,0.661715
13,C5,Theta,0.131128,0.027962
13,TP7,Theta,0.089943,0.130503
13,P1,Theta,-0.019153,0.750096
13,P5,Theta,0.065523,0.266891
13,PO7,Theta,0.022009,0.709943
13,PO3,Theta,0.094119,0.110972
13,POz,Theta,0.217864,0.000216
13,PO4,Theta,0.072446,0.220307
13,PO8,Theta,0.006186,0.916747
13,P6,Theta,-0.013492,0.819348
13,P2,Theta,0.054416,0.357502
13,CPz,Theta,-0.017492,0.770338
13,TP8,Theta,-0.125284,0.034509
13,C6,Theta,0.055581,0.348133
13,C2,Theta,-0.020769,0.735020
13,FC4,Theta,0.039739,0.503258
13,FT8,Theta,0.047408,0.426934
13,F6,Theta,0.055302,0.352262
13,AF8,Theta,0.033143,0.580775
13,F2,Theta,0.061349,0.302024
14,Fp1,Theta,-0.077996,0.193970
14,Fz,Theta,0.006775,0.908382
14,F3,Theta,-0.006543,0.912435
14,F7,Theta,0.055348,0.377828
14,FC5,Theta,-0.020539,0.733149
14,FC1,Theta,-0.026783,0.648544
14,C3,Theta,0.001155,0.984403
14,T7,Theta,-0.028533,0.637562
14,CP5,Theta,0.002025,0.972756
14,CP1,Theta,-0.074718,0.206135
14,Pz,Theta,-0.010057,0.864822
14,P3,Theta,0.045551,0.439665
14,P7,Theta,0.025882,0.660720
14,O1,Theta,0.037464,0.525133
14,Oz,Theta,-0.020681,0.726272
14,O2,Theta,-0.030788,0.601560
14,P4,Theta,-0.050340,0.391407
14,P8,Theta,-0.107440,0.067696
14,CP6,Theta,-0.121821,0.039165
14,CP2,Theta,-0.015183,0.798220
14,Cz,Theta,-0.034746,0.554960
14,C4,Theta,0.019042,0.746766
14,T8,Theta,-0.128225,0.034538
14,FC6,Theta,0.034182,0.579599
14,FC2,Theta,-0.006140,0.916793
14,F4,Theta,0.045796,0.440418
14,F8,Theta,-0.075569,0.226413
14,Fp2,Theta,-0.026888,0.654741
14,AF7,Theta,0.017076,0.784063
14,AFz,Theta,-0.049270,0.407318
14,F1,Theta,0.062384,0.288019
14,F5,Theta,0.000570,0.992672
14,FT7,Theta,-0.015482,0.803407
14,FC3,Theta,0.006708,0.909597
14,C1,Theta,-0.011474,0.845738
14,C5,Theta,-0.058608,0.327624
14,TP7,Theta,0.052609,0.381351
14,P1,Theta,-0.052498,0.374726
14,P5,Theta,0.057029,0.333162
14,PO7,Theta,0.065290,0.266932
14,PO3,Theta,-0.032543,0.579672
14,POz,Theta,-0.049789,0.399904
14,PO4,Theta,-0.014957,0.800122
14,PO8,Theta,-0.051863,0.378043
14,P6,Theta,-0.001905,0.974145
14,P2,Theta,-0.036535,0.536177
14,CPz,Theta,-0.065198,0.268436
14,TP8,Theta,-0.127786,0.031033
14,C6,Theta,-0.050956,0.388935
14,C2,Theta,-0.038234,0.516639
14,FC4,Theta,0.017334,0.769978
14,FT8,Theta,-0.004823,0.938313
14,F6,Theta,0.002096,0.972446
14,AF8,Theta,-0.008534,0.888575
14,F2,Theta,0.030486,0.603873
15,Fp1,Theta,0.036783,0.531270
15,Fz,Theta,0.071176,0.222904
15,F3,Theta,0.058803,0.314979
15,F7,Theta,0.011517,0.848392
15,FC5,Theta,0.099070,0.091626
15,FC1,Theta,0.081701,0.161618
15,C3,Theta,0.150979,0.009775
15,T7,Theta,0.099004,0.089620
15,CP5,Theta,0.017657,0.763036
15,CP1,Theta,0.098813,0.090244
15,Pz,Theta,0.083883,0.150676
15,P3,Theta,0.074930,0.199385
15,P7,Theta,0.017004,0.771555
15,O1,Theta,0.088845,0.127883
15,Oz,Theta,0.074070,0.204604
15,O2,Theta,0.053291,0.361731
15,P4,Theta,0.127350,0.028748
15,P8,Theta,0.068677,0.239617
15,CP6,Theta,0.061368,0.293469
15,CP2,Theta,0.049855,0.393558
15,Cz,Theta,0.083918,0.150505
15,C4,Theta,-0.024873,0.671570
15,T8,Theta,0.032835,0.575617
15,FC6,Theta,0.022568,0.710470
15,FC2,Theta,0.015885,0.785852
15,F4,Theta,-0.016579,0.780500
15,F8,Theta,-0.052035,0.403398
15,Fp2,Theta,0.019660,0.742368
15,AF7,Theta,0.022366,0.707439
15,AFz,Theta,0.058070,0.320228
15,F1,Theta,0.099996,0.086437
15,F5,Theta,-0.001358,0.981925
15,FT7,Theta,0.078431,0.185962
15,FC3,Theta,0.109198,0.061934
15,C1,Theta,0.096429,0.098897
15,C5,Theta,0.152600,0.008890
15,TP7,Theta,-0.022464,0.702759
15,P1,Theta,-0.014495,0.804203
15,P5,Theta,0.065721,0.260493
15,PO7,Theta,0.056469,0.333770
15,PO3,Theta,0.027073,0.643293
15,POz,Theta,0.042867,0.463271
15,PO4,Theta,0.065920,0.259866
15,PO8,Theta,0.017373,0.766353
15,P6,Theta,0.087513,0.134387
15,P2,Theta,0.069607,0.233297
15,CPz,Theta,0.099636,0.087581
15,TP8,Theta,0.097428,0.095437
15,C6,Theta,-0.038749,0.510272
15,C2,Theta,0.097618,0.094223
15,FC4,Theta,0.049818,0.397984
15,FT8,Theta,0.070883,0.241365
15,F6,Theta,-0.006404,0.914582
15,AF8,Theta,-0.075698,0.218492
15,F2,Theta,0.064842,0.266941
16,Fp1,Theta,0.126340,0.033948
16,Fz,Theta,0.122188,0.039261
16,F3,Theta,0.118103,0.047149
16,F7,Theta,0.143162,0.015393
16,FC5,Theta,0.113686,0.055234
16,FC1,Theta,0.048863,0.409553
16,C3,Theta,0.007295,0.902073
16,T7,Theta,0.129920,0.028309
16,CP5,Theta,0.041896,0.481129
16,CP1,Theta,-0.019633,0.740503
16,Pz,Theta,0.128054,0.030679
16,P3,Theta,0.081339,0.170875
16,P7,Theta,0.002283,0.969333
16,O1,Theta,0.052722,0.376056
16,Oz,Theta,0.098328,0.097582
16,O2,Theta,-0.005934,0.920839
16,P4,Theta,0.079790,0.178431
16,P8,Theta,-0.021942,0.711764
16,CP6,Theta,0.134464,0.023431
16,CP2,Theta,0.109954,0.063781
16,Cz,Theta,0.020704,0.727364
16,C4,Theta,0.107729,0.068396
16,T8,Theta,-0.044491,0.456772
16,FC6,Theta,0.049022,0.409685
16,FC2,Theta,0.119047,0.044261
16,F4,Theta,0.126004,0.034109
16,F8,Theta,0.030477,0.608389
16,Fp2,Theta,0.123020,0.042636
16,AF7,Theta,0.091069,0.130539
16,AFz,Theta,0.136526,0.021368
16,F1,Theta,0.081053,0.171633
16,F5,Theta,0.122648,0.038868
16,FT7,Theta,0.155367,0.008724
16,FC3,Theta,0.040746,0.492495
16,C1,Theta,0.021767,0.713957
16,C5,Theta,0.081222,0.170737
16,TP7,Theta,0.144407,0.014865
16,P1,Theta,0.142743,0.015885
16,P5,Theta,0.063912,0.281381
16,PO7,Theta,0.019480,0.742899
16,PO3,Theta,0.038186,0.520100
16,POz,Theta,0.105257,0.075534
16,PO4,Theta,-0.000373,0.995006
16,PO8,Theta,-0.043878,0.459815
16,P6,Theta,0.053111,0.371696
16,P2,Theta,0.081174,0.170991
16,CPz,Theta,0.063535,0.284233
16,TP8,Theta,-0.027163,0.647929
16,C6,Theta,0.096869,0.103291
16,C2,Theta,0.119204,0.043608
16,FC4,Theta,0.129473,0.028581
16,FT8,Theta,0.007980,0.893682
16,F6,Theta,0.066128,0.273601
16,AF8,Theta,0.016791,0.782803
16,F2,Theta,0.152912,0.009990
17,Fp1,Theta,0.002083,0.974935
17,Fz,Theta,-0.000644,0.992246
17,F3,Theta,-0.059457,0.371516
17,F7,Theta,0.006799,0.919951
17,FC5,Theta,-0.065390,0.326688
17,FC1,Theta,-0.034270,0.605124
17,C3,Theta,0.009623,0.885349
17,T7,Theta,-0.037502,0.573193
17,CP5,Theta,0.003448,0.958526
17,CP1,Theta,0.126434,0.056069
17,Pz,Theta,-0.017266,0.795411
17,P3,Theta,0.060755,0.360085
17,P7,Theta,-0.102427,0.121384
17,O1,Theta,0.037094,0.575691
17,Oz,Theta,0.022096,0.738898
17,O2,Theta,0.081080,0.221610
17,P4,Theta,0.069519,0.294859
17,P8,Theta,0.052520,0.432037
17,CP6,Theta,0.100476,0.128679
17,CP2,Theta,0.012184,0.854819
17,Cz,Theta,0.042727,0.520004
17,C4,Theta,-0.081306,0.219302
17,T8,Theta,0.094309,0.156709
17,FC6,Theta,0.129354,0.054286
17,FC2,Theta,-0.003536,0.957561
17,F4,Theta,0.059506,0.370059
17,F8,Theta,0.048079,0.477018
17,Fp2,Theta,-0.018391,0.787642
17,AF7,Theta,-0.020529,0.761518
17,AFz,Theta,0.002081,0.975019
17,F1,Theta,0.065939,0.319421
17,F5,Theta,-0.156227,0.019039
17,FT7,Theta,-0.071554,0.281982
17,FC3,Theta,-0.082890,0.213461
17,C1,Theta,0.119920,0.070090
17,C5,Theta,0.003604,0.956739
17,TP7,Theta,-0.168909,0.010284
17,P1,Theta,0.067105,0.313057
17,P5,Theta,0.035340,0.593896
17,PO7,Theta,0.014757,0.823854
17,PO3,Theta,0.053975,0.416268
17,POz,Theta,0.036414,0.584383
17,PO4,Theta,0.093627,0.157894
17,PO8,Theta,0.088881,0.179185
17,P6,Theta,0.124126,0.061317
17,P2,Theta,-0.008651,0.896185
17,CPz,Theta,0.020610,0.756397
17,TP8,Theta,0.068532,0.300716
17,C6,Theta,0.149679,0.023795
17,C2,Theta,-0.094054,0.155092
17,FC4,Theta,0.047554,0.474912
17,FT8,Theta,0.145751,0.028123
17,F6,Theta,0.153369,0.022267
17,AF8,Theta,0.071633,0.296901
17,F2,Theta,-0.012948,0.845157
18,Fp1,Theta,-0.040187,0.503032
18,Fz,Theta,0.070059,0.239239
18,F3,Theta,0.018523,0.757631
18,F7,Theta,-0.074318,0.219255
18,FC5,Theta,0.020396,0.732623
18,FC1,Theta,0.116562,0.049720
18,C3,Theta,-0.019425,0.745787
18,T7,Theta,0.031083,0.603867
18,CP5,Theta,0.058889,0.325307
18,CP1,Theta,0.052713,0.378695
18,Pz,Theta,0.022698,0.704806
18,P3,Theta,0.058519,0.328357
18,P7,Theta,-0.013661,0.819343
18,O1,Theta,0.002156,0.971251
18,Oz,Theta,-0.063572,0.285660
18,O2,Theta,-0.090493,0.128158
18,P4,Theta,-0.031121,0.602125
18,P8,Theta,0.088743,0.135732
18,CP6,Theta,0.104317,0.080330
18,CP2,Theta,0.008915,0.881933
18,Cz,Theta,-0.039344,0.509767
18,C4,Theta,-0.067305,0.259951
18,T8,Theta,0.078909,0.186408
18,FC6,Theta,0.015218,0.799863
18,FC2,Theta,-0.037232,0.532767
18,F4,Theta,-0.052590,0.385865
18,F8,Theta,0.058779,0.330595
18,Fp2,Theta,-0.052159,0.386305
18,AF7,Theta,-0.051260,0.397147
18,AFz,Theta,0.002272,0.969643
18,F1,Theta,0.091399,0.124366
18,F5,Theta,-0.031020,0.605244
18,FT7,Theta,0.045025,0.453001
18,FC3,Theta,-0.001738,0.976865
18,C1,Theta,0.076030,0.201433
18,C5,Theta,-0.013859,0.818380
18,TP7,Theta,-0.003483,0.953561
18,P1,Theta,0.043129,0.470672
18,P5,Theta,0.019959,0.738597
18,PO7,Theta,0.024528,0.681709
18,PO3,Theta,-0.037348,0.531489
18,POz,Theta,-0.045021,0.451420
18,PO4,Theta,-0.021899,0.713276
18,PO8,Theta,-0.043860,0.461592
18,P6,Theta,0.032886,0.581014
18,P2,Theta,-0.001594,0.978660
18,CPz,Theta,0.003484,0.953725
18,TP8,Theta,0.111005,0.062197
18,C6,Theta,0.059677,0.320604
18,C2,Theta,-0.068831,0.249281
18,FC4,Theta,-0.040948,0.495754
18,FT8,Theta,0.043694,0.466482
18,F6,Theta,-0.063610,0.296779
18,AF8,Theta,0.044542,0.462772
18,F2,Theta,-0.034136,0.568782
19,Fp1,Theta,-0.071093,0.244331
19,Fz,Theta,-0.003197,0.956766
19,F3,Theta,-0.073904,0.213553
19,F7,Theta,0.023989,0.689399
19,FC5,Theta,0.022881,0.699506
19,FC1,Theta,-0.010686,0.856217
19,C3,Theta,-0.071561,0.227642
19,T7,Theta,0.033689,0.567065
19,CP5,Theta,-0.008718,0.882080
19,CP1,Theta,-0.089699,0.127509
19,Pz,Theta,0.084076,0.151134
19,P3,Theta,0.033262,0.570659
19,P7,Theta,0.079702,0.175875
19,O1,Theta,0.002521,0.967290
19,Oz,Theta,0.053795,0.369834
19,O2,Theta,0.072808,0.224570
19,P4,Theta,0.039719,0.499735
19,P8,Theta,0.072107,0.219268
19,CP6,Theta,0.014087,0.810887
19,CP2,Theta,0.080378,0.172973
19,Cz,Theta,0.032279,0.582756
19,C4,Theta,0.016849,0.775476
19,T8,Theta,-0.003719,0.949813
19,FC6,Theta,0.020379,0.734227
19,FC2,Theta,0.033502,0.567887
19,F4,Theta,-0.084496,0.158514
19,F8,Theta,-0.047893,0.418929
19,Fp2,Theta,-0.058754,0.338883
19,AF7,Theta,-0.078486,0.185654
19,AFz,Theta,0.009229,0.876504
19,F1,Theta,-0.032001,0.586656
19,F5,Theta,0.028537,0.638137
19,FT7,Theta,0.028229,0.634508
19,FC3,Theta,0.011177,0.850987
19,C1,Theta,-0.042414,0.471075
19,C5,Theta,-0.097457,0.098813
19,TP7,Theta,0.044662,0.448660
19,P1,Theta,0.045019,0.443450
19,P5,Theta,0.074085,0.208429
19,PO7,Theta,0.034511,0.559697
19,PO3,Theta,0.129303,0.027417
19,POz,Theta,0.104949,0.074861
19,PO4,Theta,0.040617,0.488581
19,PO8,Theta,0.046994,0.425303
19,P6,Theta,0.056154,0.338968
19,P2,Theta,-0.047849,0.415303
19,CPz,Theta,0.055057,0.348510
19,TP8,Theta,0.064197,0.275036
19,C6,Theta,-0.072496,0.221612
19,C2,Theta,0.038829,0.509398
19,FC4,Theta,0.061055,0.300108
19,FT8,Theta,-0.002578,0.965558
19,F6,Theta,-0.044367,0.467839
19,AF8,Theta,-0.020276,0.735054
19,F2,Theta,-0.046525,0.430746
20,Fp1,Theta,0.084747,0.187963
20,Fz,Theta,0.139035,0.023333
20,F3,Theta,0.114381,0.071014
20,F7,Theta,0.001836,0.976955
20,FC5,Theta,0.029604,0.641332
20,FC1,Theta,0.117709,0.054271
20,C3,Theta,0.054002,0.389555
20,T7,Theta,0.001917,0.975702
20,CP5,Theta,-0.110377,0.073946
20,CP1,Theta,0.046372,0.453085
20,Pz,Theta,0.110586,0.073951
20,P3,Theta,0.103363,0.095649
20,P7,Theta,-0.059900,0.335076
20,O1,Theta,0.005897,0.924321
20,Oz,Theta,0.033907,0.584810
20,O2,Theta,0.026062,0.675151
20,P4,Theta,0.113759,0.063434
20,P8,Theta,0.090552,0.140770
20,CP6,Theta,0.106312,0.081777
20,CP2,Theta,0.158926,0.009157
20,Cz,Theta,0.113403,0.064271
20,C4,Theta,0.105983,0.097910
20,T8,Theta,0.044072,0.482657
20,FC6,Theta,0.005975,0.924803
20,FC2,Theta,0.129064,0.035390
20,F4,Theta,0.117549,0.065117
20,F8,Theta,0.026882,0.672299
20,Fp2,Theta,-0.054256,0.412814
20,AF7,Theta,0.104543,0.100479
20,AFz,Theta,0.007073,0.911044
20,F1,Theta,0.099580,0.107806
20,F5,Theta,0.032235,0.619259
20,FT7,Theta,-0.070651,0.268674
20,FC3,Theta,0.108071,0.084396
20,C1,Theta,0.060487,0.327563
20,C5,Theta,-0.072457,0.253703
20,TP7,Theta,-0.009798,0.875543
20,P1,Theta,0.133568,0.030668
20,P5,Theta,0.067082,0.276560
20,PO7,Theta,0.009836,0.872903
20,PO3,Theta,0.083202,0.177722
20,POz,Theta,0.095412,0.120583
20,PO4,Theta,0.139983,0.022914
20,PO8,Theta,0.029976,0.627124
20,P6,Theta,0.045972,0.456134
20,P2,Theta,0.113949,0.064501
20,CPz,Theta,0.154901,0.011414
20,TP8,Theta,0.128674,0.038508
20,C6,Theta,0.115807,0.062235
20,C2,Theta,0.208589,0.000618
20,FC4,Theta,0.085532,0.172469
20,FT8,Theta,0.000806,0.989803
20,F6,Theta,-0.026674,0.670389
20,AF8,Theta,0.043335,0.501355
20,F2,Theta,0.114809,0.063512
21,Fp1,Theta,-0.002606,0.965756
21,Fz,Theta,0.093995,0.108358
21,F3,Theta,0.054309,0.364412
21,F7,Theta,-0.016835,0.789470
21,FC5,Theta,0.015201,0.798681
21,FC1,Theta,0.122479,0.035185
21,C3,Theta,0.078969,0.179892
21,T7,Theta,0.036874,0.538172
21,CP5,Theta,0.052799,0.376205
21,CP1,Theta,0.034776,0.555995
21,Pz,Theta,0.032773,0.577657
21,P3,Theta,0.069184,0.236156
21,P7,Theta,-0.116496,0.048646
21,O1,Theta,0.106225,0.069906
21,Oz,Theta,0.109232,0.063675
21,O2,Theta,0.154285,0.008380
21,P4,Theta,0.122972,0.035070
21,P8,Theta,0.113116,0.053093
21,CP6,Theta,0.090667,0.122140
21,CP2,Theta,-0.012358,0.833166
21,Cz,Theta,0.100981,0.082843
21,C4,Theta,0.043344,0.457533
21,T8,Theta,0.045169,0.443515
21,FC6,Theta,0.114551,0.059195
21,FC2,Theta,0.077910,0.182790
21,F4,Theta,0.095116,0.121038
21,F8,Theta,0.045704,0.454519
21,Fp2,Theta,0.055194,0.400669
21,AF7,Theta,0.046331,0.441645
21,AFz,Theta,-0.019973,0.738423
21,F1,Theta,0.046276,0.427649
21,F5,Theta,0.078294,0.189085
21,FT7,Theta,0.019115,0.750136
21,FC3,Theta,0.022384,0.701813
21,C1,Theta,0.142896,0.013866
21,C5,Theta,0.108143,0.064974
21,TP7,Theta,0.031371,0.594045
21,P1,Theta,0.105792,0.071551
21,P5,Theta,0.006430,0.912279
21,PO7,Theta,-0.002402,0.967236
21,PO3,Theta,0.079047,0.177960
21,POz,Theta,0.142100,0.014748
21,PO4,Theta,0.139032,0.016874
21,PO8,Theta,0.067515,0.248492
21,P6,Theta,0.095745,0.101915
21,P2,Theta,0.013858,0.814216
21,CPz,Theta,-0.040035,0.494095
21,TP8,Theta,0.084707,0.146692
21,C6,Theta,0.022166,0.709439
21,C2,Theta,0.031027,0.596837
21,FC4,Theta,0.063376,0.278749
21,FT8,Theta,0.027390,0.645779
21,F6,Theta,0.045007,0.458107
21,AF8,Theta,0.044219,0.470156
21,F2,Theta,0.013562,0.819674
22,Fp1,Theta,-0.036174,0.534604
22,Fz,Theta,0.110788,0.056088
22,F3,Theta,-0.024989,0.668000
22,F7,Theta,0.088332,0.132095
22,FC5,Theta,0.021331,0.717560
22,FC1,Theta,0.011614,0.842014
22,C3,Theta,0.067436,0.249041
22,T7,Theta,-0.130785,0.024677
22,CP5,Theta,0.074970,0.196856
22,CP1,Theta,0.063923,0.271345
22,Pz,Theta,0.076911,0.186975
22,P3,Theta,0.069312,0.232116
22,P7,Theta,0.055458,0.339239
22,O1,Theta,0.023698,0.683189
22,Oz,Theta,0.053343,0.359627
22,O2,Theta,0.044414,0.444178
22,P4,Theta,0.073060,0.208542
22,P8,Theta,-0.003199,0.956076
22,CP6,Theta,-0.033277,0.569824
22,CP2,Theta,-0.053379,0.360945
22,Cz,Theta,-0.026503,0.649180
22,C4,Theta,-0.029741,0.609094
22,T8,Theta,-0.049967,0.390074
22,FC6,Theta,-0.003668,0.950491
22,FC2,Theta,0.090672,0.117695
22,F4,Theta,-0.033350,0.568315
22,F8,Theta,0.034402,0.562311
22,Fp2,Theta,0.148592,0.010873
22,AF7,Theta,-0.027751,0.637326
22,AFz,Theta,0.021021,0.718715
22,F1,Theta,0.067061,0.247663
22,F5,Theta,0.031688,0.590328
22,FT7,Theta,0.004664,0.936422
22,FC3,Theta,-0.122948,0.033875
22,C1,Theta,-0.009958,0.863851
22,C5,Theta,0.011537,0.842530
22,TP7,Theta,0.057938,0.318860
22,P1,Theta,0.097412,0.093247
22,P5,Theta,0.040153,0.489140
22,PO7,Theta,0.041096,0.478987
22,PO3,Theta,0.046613,0.421930
22,POz,Theta,0.089669,0.123730
22,PO4,Theta,0.063059,0.277075
22,PO8,Theta,0.038778,0.504146
22,P6,Theta,0.076683,0.186045
22,P2,Theta,0.144116,0.012610
22,CPz,Theta,0.131047,0.023668
22,TP8,Theta,-0.011269,0.846394
22,C6,Theta,-0.097078,0.094939
22,C2,Theta,0.018503,0.750411
22,FC4,Theta,0.023036,0.698074
22,FT8,Theta,-0.031999,0.586038
22,F6,Theta,-0.030203,0.609107
22,AF8,Theta,0.062941,0.301002
22,F2,Theta,0.112193,0.053024
23,Fp1,Theta,0.158418,0.006399
23,Fz,Theta,0.047772,0.410471
23,F3,Theta,0.102930,0.079089
23,F7,Theta,0.095865,0.108187
23,FC5,Theta,0.122029,0.037153
23,FC1,Theta,-0.026118,0.652849
23,C3,Theta,0.023642,0.684908
23,T7,Theta,0.052526,0.367857
23,CP5,Theta,0.014014,0.809939
23,CP1,Theta,-0.018473,0.750801
23,Pz,Theta,-0.042334,0.468090
23,P3,Theta,0.020763,0.720671
23,P7,Theta,-0.054306,0.351826
23,O1,Theta,0.043627,0.452303
23,Oz,Theta,0.026011,0.656922
23,O2,Theta,0.055705,0.340364
23,P4,Theta,0.068073,0.242182
23,P8,Theta,0.011628,0.841826
23,CP6,Theta,0.020727,0.721589
23,CP2,Theta,0.044928,0.442029
23,Cz,Theta,-0.077544,0.181140
23,C4,Theta,0.006191,0.915536
23,T8,Theta,-0.058367,0.320246
23,FC6,Theta,-0.060574,0.301431
23,FC2,Theta,-0.049629,0.393300
23,F4,Theta,-0.001857,0.974616
23,F8,Theta,0.044469,0.451405
23,Fp2,Theta,0.054641,0.355517
23,AF7,Theta,0.140765,0.015899
23,AFz,Theta,0.090151,0.121085
23,F1,Theta,0.061651,0.288785
23,F5,Theta,0.153975,0.008287
23,FT7,Theta,0.081871,0.158615
23,FC3,Theta,0.010694,0.855856
23,C1,Theta,-0.035837,0.538426
23,C5,Theta,-0.016222,0.779982
23,TP7,Theta,-0.024414,0.675191
23,P1,Theta,-0.078937,0.174861
23,P5,Theta,-0.052404,0.367351
23,PO7,Theta,0.031836,0.584741
23,PO3,Theta,0.018120,0.755411
23,POz,Theta,0.058338,0.314709
23,PO4,Theta,0.052422,0.367182
23,PO8,Theta,0.063575,0.274781
23,P6,Theta,0.046164,0.429555
23,P2,Theta,0.063270,0.279553
23,CPz,Theta,-0.071864,0.215329
23,TP8,Theta,-0.056213,0.338461
23,C6,Theta,0.021776,0.708597
23,C2,Theta,-0.054035,0.353417
23,FC4,Theta,0.006293,0.913852
23,FT8,Theta,-0.033084,0.573392
23,F6,Theta,0.008736,0.880624
23,AF8,Theta,-0.028041,0.631463
23,F2,Theta,0.033992,0.559547
24,Fp1,Theta,-0.088697,0.145320
24,Fz,Theta,-0.164715,0.005392
24,F3,Theta,-0.037534,0.533139
24,F7,Theta,0.068918,0.256441
24,FC5,Theta,0.006796,0.910670
24,FC1,Theta,-0.011733,0.844764
24,C3,Theta,0.087174,0.144242
24,T7,Theta,0.013015,0.828654
24,CP5,Theta,-0.054538,0.359813
24,CP1,Theta,0.049228,0.409385
24,Pz,Theta,-0.105020,0.078837
24,P3,Theta,-0.023190,0.698202
24,P7,Theta,-0.050587,0.397404
24,O1,Theta,-0.081034,0.174020
24,Oz,Theta,0.000708,0.990553
24,O2,Theta,-0.084487,0.156324
24,P4,Theta,-0.007553,0.899152
24,P8,Theta,0.013460,0.821325
24,CP6,Theta,-0.021374,0.721291
24,CP2,Theta,-0.085934,0.149331
24,Cz,Theta,-0.010855,0.855737
24,C4,Theta,-0.004607,0.938612
24,T8,Theta,0.040462,0.500892
24,FC6,Theta,-0.161403,0.007003
24,FC2,Theta,-0.078273,0.188418
24,F4,Theta,-0.148137,0.012761
24,F8,Theta,-0.057019,0.346183
24,Fp2,Theta,-0.036024,0.552662
24,AF7,Theta,0.012948,0.831054
24,AFz,Theta,-0.171559,0.003794
24,F1,Theta,-0.097473,0.101149
24,F5,Theta,-0.039510,0.511791
24,FT7,Theta,0.009743,0.871295
24,FC3,Theta,-0.005046,0.932893
24,C1,Theta,0.024239,0.684200
24,C5,Theta,-0.048583,0.418065
24,TP7,Theta,0.028353,0.634824
24,P1,Theta,-0.021990,0.713115
24,P5,Theta,-0.029875,0.616755
24,PO7,Theta,-0.090530,0.128000
24,PO3,Theta,-0.079967,0.180553
24,POz,Theta,-0.030053,0.617189
24,PO4,Theta,-0.070672,0.235972
24,PO8,Theta,0.034024,0.567986
24,P6,Theta,0.095295,0.109673
24,P2,Theta,-0.108529,0.069287
24,CPz,Theta,-0.058730,0.325749
24,TP8,Theta,0.041484,0.490132
24,C6,Theta,-0.127189,0.032445
24,C2,Theta,-0.057402,0.335963
24,FC4,Theta,-0.075779,0.202929
24,FT8,Theta,-0.009170,0.879454
24,F6,Theta,-0.151721,0.011162
24,AF8,Theta,-0.045583,0.452366
24,F2,Theta,-0.163722,0.005682
25,Fp1,Theta,0.038165,0.515949
25,Fz,Theta,-0.000524,0.992880
25,F3,Theta,0.043421,0.460593
25,F7,Theta,0.024699,0.677993
25,FC5,Theta,0.043724,0.460604
25,FC1,Theta,0.048766,0.406404
25,C3,Theta,-0.040485,0.494519
25,T7,Theta,0.016636,0.779757
25,CP5,Theta,0.014786,0.801350
25,CP1,Theta,-0.014444,0.807176
25,Pz,Theta,-0.005895,0.921214
25,P3,Theta,0.015051,0.797874
25,P7,Theta,0.111991,0.056794
25,O1,Theta,0.034916,0.553016
25,Oz,Theta,0.062222,0.289274
25,O2,Theta,0.080520,0.171467
25,P4,Theta,0.066035,0.262329
25,P8,Theta,-0.118269,0.044919
25,CP6,Theta,-0.018422,0.753928
25,CP2,Theta,-0.079804,0.179118
25,Cz,Theta,-0.068799,0.242835
25,C4,Theta,-0.076170,0.198222
25,T8,Theta,0.060737,0.303478
25,FC6,Theta,0.045569,0.442688
25,FC2,Theta,-0.068643,0.243089
25,F4,Theta,-0.000613,0.991674
25,F8,Theta,-0.002542,0.965565
25,Fp2,Theta,-0.049065,0.402718
25,AF7,Theta,-0.027867,0.638853
25,AFz,Theta,0.005839,0.921128
25,F1,Theta,0.013811,0.814529
25,F5,Theta,0.035713,0.546801
25,FT7,Theta,-0.058314,0.323206
25,FC3,Theta,0.025568,0.664033
25,C1,Theta,-0.053796,0.360505
25,C5,Theta,0.014294,0.810127
25,TP7,Theta,-0.023966,0.683909
25,P1,Theta,0.046559,0.432019
25,P5,Theta,0.039649,0.499016
25,PO7,Theta,-0.011986,0.838666
25,PO3,Theta,0.124562,0.033364
25,POz,Theta,0.220844,0.000142
25,PO4,Theta,0.272634,0.000002
25,PO8,Theta,0.002411,0.967330
25,P6,Theta,0.028505,0.628797
25,P2,Theta,0.035812,0.544279
25,CPz,Theta,-0.070658,0.230308
25,TP8,Theta,-0.052691,0.372132
25,C6,Theta,0.007818,0.895083
25,C2,Theta,-0.066554,0.257766
25,FC4,Theta,-0.017791,0.762898
25,FT8,Theta,0.127127,0.030152
25,F6,Theta,-0.004721,0.936302
25,AF8,Theta,0.011304,0.847733
25,F2,Theta,-0.003580,0.951598
26,Fp1,Theta,0.088242,0.135882
26,Fz,Theta,0.121106,0.038621
26,F3,Theta,0.141639,0.016919
26,F7,Theta,-0.013792,0.817637
26,FC5,Theta,0.038048,0.521606
26,FC1,Theta,0.080836,0.169047
26,C3,Theta,-0.001307,0.982227
26,T7,Theta,0.074178,0.207067
26,CP5,Theta,0.021613,0.713040
26,CP1,Theta,0.095558,0.102587
26,Pz,Theta,0.108005,0.065786
26,P3,Theta,0.083903,0.153399
26,P7,Theta,0.198865,0.000618
26,O1,Theta,0.163186,0.005263
26,Oz,Theta,0.168851,0.003993
26,O2,Theta,0.165484,0.004579
26,P4,Theta,0.134522,0.021713
26,P8,Theta,0.051246,0.382929
26,CP6,Theta,0.023797,0.686020
26,CP2,Theta,0.139745,0.016685
26,Cz,Theta,0.161237,0.005670
26,C4,Theta,0.115478,0.048288
