Subject,Channel,Band,Correlation,P_Value
12,FC4,Alpha,-0.002445,0.974312
12,FT8,Alpha,0.031436,0.690364
12,F6,Alpha,-0.092203,0.241756
12,AF8,Alpha,-0.125081,0.129840
12,F2,Alpha,-0.006490,0.930899
13,Fp1,Alpha,0.063161,0.285390
13,Fz,Alpha,0.084627,0.151287
13,F3,Alpha,0.050702,0.390481
13,F7,Alpha,0.123821,0.035705
13,FC5,Alpha,0.123544,0.036124
13,FC1,Alpha,0.239250,0.000040
13,C3,Alpha,0.170053,0.003737
13,T7,Alpha,0.198538,0.000703
13,CP5,Alpha,0.137218,0.019614
13,CP1,Alpha,0.243211,0.000029
13,Pz,Alpha,0.106637,0.070275
13,P3,Alpha,0.113833,0.053229
13,P7,Alpha,0.205988,0.000424
13,O1,Alpha,0.095226,0.107430
13,Oz,Alpha,0.145265,0.013439
13,O2,Alpha,0.205700,0.000432
13,P4,Alpha,0.218548,0.000181
13,P8,Alpha,0.220307,0.000160
13,CP6,Alpha,0.232549,0.000068
13,CP2,Alpha,0.201968,0.000552
13,Cz,Alpha,0.173796,0.003085
13,C4,Alpha,0.268265,0.000004
13,T8,Alpha,0.202755,0.000536
13,FC6,Alpha,0.215177,0.000234
13,FC2,Alpha,0.150592,0.010359
13,F4,Alpha,0.124985,0.033681
13,F8,Alpha,0.210651,0.000326
13,Fp2,Alpha,0.107096,0.072044
13,AF7,Alpha,0.083553,0.158749
13,AFz,Alpha,0.061202,0.299787
13,F1,Alpha,0.067543,0.253222
13,F5,Alpha,0.065009,0.270668
13,FT7,Alpha,0.147084,0.012771
13,FC3,Alpha,0.100077,0.089471
13,C1,Alpha,0.266718,0.000004
13,C5,Alpha,0.148637,0.011408
13,TP7,Alpha,0.198412,0.000693
13,P1,Alpha,0.162912,0.005669
13,P5,Alpha,0.136173,0.020575
13,PO7,Alpha,0.190071,0.001167
13,PO3,Alpha,0.212571,0.000273
13,POz,Alpha,0.250135,0.000017
13,PO4,Alpha,0.234524,0.000057
13,PO8,Alpha,0.207283,0.000389
13,P6,Alpha,0.197923,0.000715
13,P2,Alpha,0.196981,0.000759
13,CPz,Alpha,0.159800,0.006482
13,TP8,Alpha,0.127582,0.030131
13,C6,Alpha,0.234896,0.000055
13,C2,Alpha,0.260550,0.000008
13,FC4,Alpha,0.188164,0.001336
13,FT8,Alpha,0.228369,0.000097
13,F6,Alpha,0.149557,0.011043
13,AF8,Alpha,0.196978,0.000810
13,F2,Alpha,0.076377,0.195434
14,Fp1,Alpha,-0.010271,0.862215
14,Fz,Alpha,-0.020720,0.724407
14,F3,Alpha,0.029314,0.618477
14,F7,Alpha,0.051383,0.395143
14,FC5,Alpha,0.002044,0.972260
14,FC1,Alpha,0.011757,0.841437
14,C3,Alpha,-0.037056,0.528232
14,T7,Alpha,0.070947,0.228405
14,CP5,Alpha,-0.013236,0.821809
14,CP1,Alpha,-0.076979,0.189612
14,Pz,Alpha,-0.087312,0.136636
14,P3,Alpha,-0.050959,0.385609
14,P7,Alpha,0.066502,0.257315
14,O1,Alpha,0.131659,0.024453
14,Oz,Alpha,0.084548,0.149545
14,O2,Alpha,0.078889,0.178829
14,P4,Alpha,0.052315,0.373076
14,P8,Alpha,0.078228,0.183268
14,CP6,Alpha,-0.003236,0.956086
14,CP2,Alpha,-0.030552,0.603100
14,Cz,Alpha,0.087058,0.137785
14,C4,Alpha,-0.034128,0.561344
14,T8,Alpha,0.011836,0.841211
14,FC6,Alpha,0.001677,0.977480
14,FC2,Alpha,0.066734,0.255656
14,F4,Alpha,0.024460,0.678288
14,F8,Alpha,-0.052117,0.399937
14,Fp2,Alpha,-0.007496,0.899034
14,AF7,Alpha,-0.054436,0.385745
14,AFz,Alpha,-0.011802,0.841384
14,F1,Alpha,0.038427,0.513066
14,F5,Alpha,-0.002725,0.964250
14,FT7,Alpha,0.047761,0.424323
14,FC3,Alpha,0.046637,0.427230
14,C1,Alpha,0.007682,0.896012
14,C5,Alpha,-0.024230,0.680101
14,TP7,Alpha,0.168357,0.003974
14,P1,Alpha,-0.075657,0.198129
14,P5,Alpha,-0.016696,0.776341
14,PO7,Alpha,0.056616,0.335008
14,PO3,Alpha,0.004551,0.938274
14,POz,Alpha,0.053898,0.358767
14,PO4,Alpha,0.082957,0.157383
14,PO8,Alpha,0.041135,0.483806
14,P6,Alpha,0.077686,0.185569
14,P2,Alpha,-0.001826,0.975213
14,CPz,Alpha,-0.036504,0.534391
14,TP8,Alpha,0.013733,0.815236
14,C6,Alpha,0.005933,0.919594
14,C2,Alpha,0.029085,0.620616
14,FC4,Alpha,0.024443,0.677977
14,FT8,Alpha,0.003475,0.955617
14,F6,Alpha,0.005988,0.918992
14,AF8,Alpha,-0.040280,0.542438
14,F2,Alpha,0.003870,0.947495
15,Fp1,Alpha,-0.024521,0.675416
15,Fz,Alpha,-0.009618,0.869340
15,F3,Alpha,0.037081,0.525815
15,F7,Alpha,-0.003415,0.953822
15,FC5,Alpha,0.031318,0.592124
15,FC1,Alpha,0.066592,0.254215
15,C3,Alpha,0.194336,0.000792
15,T7,Alpha,0.039058,0.504708
15,CP5,Alpha,0.118682,0.041651
15,CP1,Alpha,0.097782,0.093669
15,Pz,Alpha,0.096854,0.096841
15,P3,Alpha,0.029243,0.616910
15,P7,Alpha,0.005015,0.931651
15,O1,Alpha,0.009916,0.865330
15,Oz,Alpha,0.034495,0.555105
15,O2,Alpha,0.028367,0.627504
15,P4,Alpha,0.132792,0.022536
15,P8,Alpha,0.042153,0.470757
15,CP6,Alpha,0.106111,0.068771
15,CP2,Alpha,0.110561,0.057868
15,Cz,Alpha,0.010189,0.861895
15,C4,Alpha,0.149575,0.010093
15,T8,Alpha,0.016378,0.779386
15,FC6,Alpha,0.027117,0.643892
15,FC2,Alpha,-0.002180,0.970255
15,F4,Alpha,-0.001645,0.977705
15,F8,Alpha,0.023297,0.699464
15,Fp2,Alpha,0.097558,0.100852
15,AF7,Alpha,-0.041971,0.481898
15,AFz,Alpha,0.000034,0.999537
15,F1,Alpha,0.083103,0.154521
15,F5,Alpha,0.022119,0.709049
15,FT7,Alpha,-0.000170,0.997693
15,FC3,Alpha,0.071995,0.217612
15,C1,Alpha,0.035484,0.543809
15,C5,Alpha,0.116359,0.045844
15,TP7,Alpha,0.056034,0.337518
15,P1,Alpha,0.019289,0.741455
15,P5,Alpha,0.023300,0.690227
15,PO7,Alpha,0.002497,0.965930
15,PO3,Alpha,0.000787,0.989255
15,POz,Alpha,0.024589,0.674053
15,PO4,Alpha,0.052160,0.372031
15,PO8,Alpha,0.029236,0.616992
15,P6,Alpha,0.096605,0.097706
15,P2,Alpha,0.075737,0.194576
15,CPz,Alpha,0.055265,0.344195
15,TP8,Alpha,0.068409,0.241456
15,C6,Alpha,0.053557,0.359339
15,C2,Alpha,0.095043,0.103276
15,FC4,Alpha,0.039529,0.499578
15,FT8,Alpha,-0.033767,0.564821
15,F6,Alpha,-0.015824,0.787728
15,AF8,Alpha,0.035069,0.588775
15,F2,Alpha,-0.008032,0.890739
16,Fp1,Alpha,0.152328,0.009754
16,Fz,Alpha,0.162213,0.005969
16,F3,Alpha,0.204301,0.000496
16,F7,Alpha,0.186187,0.001534
16,FC5,Alpha,0.143916,0.014680
16,FC1,Alpha,0.152918,0.009471
16,C3,Alpha,0.073786,0.212672
16,T7,Alpha,0.165081,0.005052
16,CP5,Alpha,0.077214,0.192123
16,CP1,Alpha,0.158641,0.007084
16,Pz,Alpha,0.165091,0.005049
16,P3,Alpha,0.127362,0.031004
16,P7,Alpha,0.082354,0.164089
16,O1,Alpha,0.161103,0.006418
16,Oz,Alpha,0.159458,0.007089
16,O2,Alpha,0.093503,0.113972
16,P4,Alpha,0.074962,0.205452
16,P8,Alpha,0.092184,0.119184
16,CP6,Alpha,0.146844,0.012761
16,CP2,Alpha,0.094778,0.109101
16,Cz,Alpha,0.141413,0.016517
16,C4,Alpha,0.106186,0.072473
16,T8,Alpha,0.141657,0.016329
16,FC6,Alpha,0.118909,0.044135
16,FC2,Alpha,0.138793,0.018650
16,F4,Alpha,0.141956,0.016290
16,F8,Alpha,0.132772,0.024484
16,Fp2,Alpha,0.080375,0.181467
16,AF7,Alpha,0.153038,0.009414
16,AFz,Alpha,0.118026,0.045745
16,F1,Alpha,0.149203,0.011380
16,F5,Alpha,0.205740,0.000452
16,FT7,Alpha,0.164863,0.005111
16,FC3,Alpha,0.107450,0.069119
16,C1,Alpha,0.140151,0.017516
16,C5,Alpha,0.124357,0.035228
16,TP7,Alpha,0.114908,0.051821
16,P1,Alpha,0.176052,0.002763
16,P5,Alpha,0.132498,0.024783
16,PO7,Alpha,0.138328,0.019054
16,PO3,Alpha,0.129845,0.027847
16,POz,Alpha,0.140530,0.017408
16,PO4,Alpha,0.110197,0.062268
16,PO8,Alpha,0.055464,0.349152
16,P6,Alpha,0.068951,0.244267
16,P2,Alpha,0.065144,0.271348
16,CPz,Alpha,0.127454,0.030882
16,TP8,Alpha,0.098769,0.094912
16,C6,Alpha,0.150516,0.010670
16,C2,Alpha,0.108115,0.067407
16,FC4,Alpha,0.139914,0.017710
16,FT8,Alpha,0.150653,0.010598
16,F6,Alpha,0.148246,0.012226
16,AF8,Alpha,0.118763,0.045919
16,F2,Alpha,0.160571,0.006503
17,Fp1,Alpha,0.107949,0.102473
17,Fz,Alpha,0.042507,0.521242
17,F3,Alpha,-0.011041,0.867733
17,F7,Alpha,0.096674,0.144742
17,FC5,Alpha,-0.012913,0.845574
17,FC1,Alpha,0.074791,0.258617
17,C3,Alpha,0.021063,0.750684
17,T7,Alpha,-0.052236,0.430451
17,CP5,Alpha,-0.071526,0.280047
17,CP1,Alpha,0.112737,0.088032
17,Pz,Alpha,0.187853,0.004251
17,P3,Alpha,0.139453,0.034539
17,P7,Alpha,0.065566,0.322174
17,O1,Alpha,0.212524,0.001214
17,Oz,Alpha,0.162841,0.013410
17,O2,Alpha,0.214318,0.001073
17,P4,Alpha,0.179199,0.006431
17,P8,Alpha,0.192730,0.003411
17,CP6,Alpha,0.094304,0.153988
17,CP2,Alpha,0.103488,0.117553
17,Cz,Alpha,0.188221,0.004175
17,C4,Alpha,0.073860,0.264611
17,T8,Alpha,-0.038218,0.564169
17,FC6,Alpha,-0.035433,0.592922
17,FC2,Alpha,0.012722,0.847829
17,F4,Alpha,0.076522,0.247728
17,F8,Alpha,-0.011363,0.865099
17,Fp2,Alpha,0.049803,0.456267
17,AF7,Alpha,0.121402,0.066075
17,AFz,Alpha,0.014793,0.823434
17,F1,Alpha,0.050684,0.444289
17,F5,Alpha,-0.043329,0.513214
17,FT7,Alpha,0.043529,0.511264
17,FC3,Alpha,0.018479,0.780439
17,C1,Alpha,0.148574,0.024229
17,C5,Alpha,-0.041568,0.530500
17,TP7,Alpha,-0.091873,0.164934
17,P1,Alpha,0.164372,0.012551
17,P5,Alpha,0.134250,0.041940
17,PO7,Alpha,0.218374,0.000856
17,PO3,Alpha,0.247445,0.000150
17,POz,Alpha,0.162145,0.013818
17,PO4,Alpha,0.186661,0.004505
17,PO8,Alpha,0.285726,0.000011
17,P6,Alpha,0.272267,0.000028
17,P2,Alpha,0.177360,0.007006
17,CPz,Alpha,0.192731,0.003340
17,TP8,Alpha,0.077767,0.240093
17,C6,Alpha,0.014088,0.831718
17,C2,Alpha,0.047212,0.476155
17,FC4,Alpha,-0.045177,0.495390
17,FT8,Alpha,0.036504,0.581787
17,F6,Alpha,0.091664,0.172564
17,AF8,Alpha,0.035944,0.594235
17,F2,Alpha,0.057308,0.386984
18,Fp1,Alpha,0.039157,0.522516
18,Fz,Alpha,0.132769,0.025253
18,F3,Alpha,0.049970,0.403188
18,F7,Alpha,0.039281,0.558659
18,FC5,Alpha,0.114437,0.055798
18,FC1,Alpha,0.097302,0.101752
18,C3,Alpha,-0.012186,0.837997
18,T7,Alpha,0.057540,0.338274
18,CP5,Alpha,0.102190,0.086726
18,CP1,Alpha,0.085399,0.151889
18,Pz,Alpha,0.221929,0.000163
18,P3,Alpha,0.105837,0.075473
18,P7,Alpha,0.063632,0.286066
18,O1,Alpha,0.157245,0.007936
18,Oz,Alpha,0.109672,0.064945
18,O2,Alpha,0.147488,0.012840
18,P4,Alpha,0.235332,0.000064
18,P8,Alpha,0.169148,0.004255
18,CP6,Alpha,0.147368,0.012914
18,CP2,Alpha,0.156100,0.008409
18,Cz,Alpha,0.073686,0.215720
18,C4,Alpha,0.154930,0.008917
18,T8,Alpha,0.071828,0.229214
18,FC6,Alpha,0.112028,0.059811
18,FC2,Alpha,0.095923,0.106719
18,F4,Alpha,0.051045,0.392291
18,F8,Alpha,-0.045459,0.465479
18,Fp2,Alpha,0.036234,0.548884
18,AF7,Alpha,0.031307,0.643442
18,AFz,Alpha,0.090791,0.127577
18,F1,Alpha,0.135487,0.022870
18,F5,Alpha,0.104607,0.085651
18,FT7,Alpha,0.067188,0.267722
18,FC3,Alpha,0.015423,0.795803
18,C1,Alpha,0.023984,0.687351
18,C5,Alpha,0.067947,0.256278
18,TP7,Alpha,0.071586,0.229954
18,P1,Alpha,0.204118,0.000550
18,P5,Alpha,0.090367,0.130056
18,PO7,Alpha,0.133988,0.023930
18,PO3,Alpha,0.154227,0.009235
18,POz,Alpha,0.167091,0.004753
18,PO4,Alpha,0.212165,0.000317
18,PO8,Alpha,0.191833,0.001183
18,P6,Alpha,0.193763,0.001030
18,P2,Alpha,0.228820,0.000100
18,CPz,Alpha,0.199493,0.000738
18,TP8,Alpha,0.124315,0.036270
18,C6,Alpha,0.099157,0.097146
18,C2,Alpha,0.140477,0.017851
18,FC4,Alpha,0.052819,0.375179
18,FT8,Alpha,-0.014923,0.807521
18,F6,Alpha,-0.014885,0.809062
18,AF8,Alpha,-0.001382,0.982201
18,F2,Alpha,0.045637,0.443624
19,Fp1,Alpha,0.026563,0.653497
19,Fz,Alpha,0.125314,0.032304
19,F3,Alpha,0.097570,0.096668
19,F7,Alpha,-0.012578,0.837302
19,FC5,Alpha,0.049570,0.397894
19,FC1,Alpha,0.190918,0.001043
19,C3,Alpha,0.052247,0.372869
19,T7,Alpha,0.060454,0.303218
19,CP5,Alpha,0.041359,0.480666
19,CP1,Alpha,0.047397,0.418926
19,Pz,Alpha,0.057487,0.326779
19,P3,Alpha,0.089374,0.126921
19,P7,Alpha,0.112650,0.054085
19,O1,Alpha,0.112647,0.056205
19,Oz,Alpha,0.068711,0.246744
19,O2,Alpha,0.111236,0.057624
19,P4,Alpha,0.137959,0.018143
19,P8,Alpha,0.156761,0.007178
19,CP6,Alpha,0.137526,0.018512
19,CP2,Alpha,0.134854,0.021164
19,Cz,Alpha,0.148442,0.011092
19,C4,Alpha,0.046866,0.424954
19,T8,Alpha,0.108663,0.063231
19,FC6,Alpha,0.075965,0.196302
19,FC2,Alpha,0.112428,0.055403
19,F4,Alpha,0.047456,0.418346
19,F8,Alpha,-0.000958,0.987021
19,Fp2,Alpha,0.023248,0.696965
19,AF7,Alpha,0.033964,0.563900
19,AFz,Alpha,0.049449,0.399044
19,F1,Alpha,0.107973,0.065399
19,F5,Alpha,0.061419,0.302326
19,FT7,Alpha,0.046523,0.428353
19,FC3,Alpha,0.139941,0.016719
19,C1,Alpha,0.143275,0.014101
19,C5,Alpha,0.013072,0.823688
19,TP7,Alpha,0.074174,0.205524
19,P1,Alpha,0.053098,0.365122
19,P5,Alpha,0.098630,0.091955
19,PO7,Alpha,0.119523,0.040905
19,PO3,Alpha,0.128445,0.027925
19,POz,Alpha,0.056522,0.334977
19,PO4,Alpha,0.095823,0.101635
19,PO8,Alpha,0.153829,0.008462
19,P6,Alpha,0.171485,0.003233
19,P2,Alpha,0.105147,0.072316
19,CPz,Alpha,0.120531,0.039221
19,TP8,Alpha,0.163047,0.005146
19,C6,Alpha,0.040890,0.485658
19,C2,Alpha,0.122301,0.037055
19,FC4,Alpha,0.130812,0.025143
19,FT8,Alpha,0.116243,0.047193
19,F6,Alpha,0.053010,0.366749
19,AF8,Alpha,0.101420,0.083082
19,F2,Alpha,0.075928,0.196522
20,Fp1,Alpha,0.221111,0.000257
20,Fz,Alpha,0.143916,0.017974
20,F3,Alpha,0.146893,0.016103
20,F7,Alpha,0.192714,0.001464
20,FC5,Alpha,0.152398,0.013004
20,FC1,Alpha,0.139679,0.021688
20,C3,Alpha,0.197154,0.001152
20,T7,Alpha,0.128859,0.034313
20,CP5,Alpha,0.104956,0.085185
20,CP1,Alpha,0.205904,0.000664
20,Pz,Alpha,0.184444,0.002344
20,P3,Alpha,0.082888,0.174463
20,P7,Alpha,-0.046001,0.453289
20,O1,Alpha,0.141635,0.019898
20,Oz,Alpha,0.071815,0.240439
20,O2,Alpha,0.025941,0.671309
20,P4,Alpha,0.097523,0.109857
20,P8,Alpha,0.002425,0.968368
20,CP6,Alpha,0.127135,0.036814
20,CP2,Alpha,0.191922,0.001532
20,Cz,Alpha,0.094327,0.122054
20,C4,Alpha,0.168464,0.005517
20,T8,Alpha,0.038537,0.535376
20,FC6,Alpha,0.220405,0.000292
20,FC2,Alpha,0.146751,0.015811
20,F4,Alpha,0.241134,0.000069
20,F8,Alpha,0.187205,0.002688
20,Fp2,Alpha,0.052920,0.405726
20,AF7,Alpha,0.246904,0.000041
20,AFz,Alpha,0.212972,0.000436
20,F1,Alpha,0.164097,0.006993
20,F5,Alpha,0.238024,0.000091
20,FT7,Alpha,0.131808,0.030996
20,FC3,Alpha,0.201306,0.000919
20,C1,Alpha,0.141237,0.020252
20,C5,Alpha,0.163556,0.007077
20,TP7,Alpha,0.059547,0.333312
20,P1,Alpha,0.163292,0.007171
20,P5,Alpha,0.036638,0.550384
20,PO7,Alpha,0.081417,0.182262
20,PO3,Alpha,0.109832,0.071577
20,POz,Alpha,0.117252,0.054310
20,PO4,Alpha,0.037877,0.535441
20,PO8,Alpha,-0.009411,0.877665
20,P6,Alpha,0.014262,0.815552
20,P2,Alpha,0.184558,0.002329
20,CPz,Alpha,0.177097,0.003505
20,TP8,Alpha,-0.001822,0.976276
20,C6,Alpha,0.134856,0.027282
20,C2,Alpha,0.142300,0.019320
20,FC4,Alpha,0.174146,0.004102
20,FT8,Alpha,0.166496,0.006495
20,F6,Alpha,0.235719,0.000095
20,AF8,Alpha,0.138565,0.026630
20,F2,Alpha,0.207249,0.000610
21,Fp1,Alpha,0.006219,0.918079
21,Fz,Alpha,-0.011704,0.841081
21,F3,Alpha,0.034598,0.555278
21,F7,Alpha,-0.014568,0.808245
21,FC5,Alpha,-0.004427,0.939445
21,FC1,Alpha,0.001843,0.974814
21,C3,Alpha,-0.064249,0.269712
21,T7,Alpha,-0.015634,0.789157
21,CP5,Alpha,0.001971,0.973024
21,CP1,Alpha,-0.037984,0.514345
21,Pz,Alpha,-0.018221,0.754490
21,P3,Alpha,-0.036666,0.529058
21,P7,Alpha,-0.007294,0.900387
21,O1,Alpha,0.093014,0.109667
21,Oz,Alpha,0.042066,0.470917
21,O2,Alpha,0.091568,0.115942
21,P4,Alpha,0.028715,0.622093
21,P8,Alpha,0.006757,0.907687
21,CP6,Alpha,-0.006259,0.914465
21,CP2,Alpha,-0.036688,0.528820
21,Cz,Alpha,-0.044144,0.448500
21,C4,Alpha,0.061034,0.294460
21,T8,Alpha,0.010097,0.862425
21,FC6,Alpha,-0.034564,0.552958
21,FC2,Alpha,-0.005024,0.931291
21,F4,Alpha,-0.018004,0.758531
21,F8,Alpha,-0.008023,0.890865
21,Fp2,Alpha,0.008991,0.881798
21,AF7,Alpha,0.010310,0.861703
21,AFz,Alpha,0.036804,0.532462
21,F1,Alpha,-0.032482,0.579084
21,F5,Alpha,0.054819,0.348117
21,FT7,Alpha,0.003582,0.951323
21,FC3,Alpha,-0.013894,0.811532
21,C1,Alpha,-0.036093,0.535520
21,C5,Alpha,-0.021699,0.709582
21,TP7,Alpha,0.025910,0.657065
21,P1,Alpha,-0.071338,0.220276
21,P5,Alpha,0.085721,0.140545
21,PO7,Alpha,0.022188,0.703345
21,PO3,Alpha,0.000532,0.992717
21,POz,Alpha,0.042981,0.460553
21,PO4,Alpha,0.043093,0.459380
21,PO8,Alpha,0.044160,0.449101
21,P6,Alpha,-0.017206,0.767765
21,P2,Alpha,0.030844,0.596501
21,CPz,Alpha,-0.085398,0.142052
21,TP8,Alpha,-0.028819,0.620835
21,C6,Alpha,0.051101,0.380208
21,C2,Alpha,-0.010375,0.858679
21,FC4,Alpha,0.057632,0.322248
21,FT8,Alpha,0.029259,0.615512
21,F6,Alpha,-0.044657,0.443240
21,AF8,Alpha,0.038857,0.509831
21,F2,Alpha,-0.020192,0.730254
22,Fp1,Alpha,0.034891,0.549209
22,Fz,Alpha,0.103487,0.073975
22,F3,Alpha,0.063575,0.273159
22,F7,Alpha,0.046192,0.426145
22,FC5,Alpha,0.025007,0.667238
22,FC1,Alpha,0.130064,0.024502
22,C3,Alpha,0.067948,0.241452
22,T7,Alpha,-0.002145,0.970635
22,CP5,Alpha,0.123691,0.032510
22,CP1,Alpha,0.216839,0.000158
22,Pz,Alpha,0.245762,0.000017
22,P3,Alpha,0.138217,0.016781
22,P7,Alpha,0.121202,0.036194
22,O1,Alpha,0.096563,0.095586
22,Oz,Alpha,0.087489,0.131202
22,O2,Alpha,0.124647,0.031182
22,P4,Alpha,0.109270,0.059133
22,P8,Alpha,0.167508,0.003674
22,CP6,Alpha,0.115206,0.046920
22,CP2,Alpha,0.103320,0.074446
22,Cz,Alpha,0.168841,0.003408
22,C4,Alpha,0.065335,0.260073
22,T8,Alpha,0.101397,0.080035
22,FC6,Alpha,0.091607,0.114551
22,FC2,Alpha,0.139099,0.016089
22,F4,Alpha,0.076674,0.186098
22,F8,Alpha,0.099511,0.088527
22,Fp2,Alpha,0.156633,0.006650
22,AF7,Alpha,0.007575,0.896218
22,AFz,Alpha,0.098079,0.090470
22,F1,Alpha,0.107200,0.064136
22,F5,Alpha,-0.042411,0.469568
22,FT7,Alpha,0.021417,0.712726
22,FC3,Alpha,0.029026,0.617145
22,C1,Alpha,0.136337,0.018342
22,C5,Alpha,0.067818,0.242359
22,TP7,Alpha,0.093602,0.106247
22,P1,Alpha,0.180690,0.001706
22,P5,Alpha,0.155561,0.007037
22,PO7,Alpha,0.154539,0.007425
22,PO3,Alpha,0.118976,0.039785
22,POz,Alpha,0.136200,0.018659
22,PO4,Alpha,0.131542,0.022910
22,PO8,Alpha,0.133536,0.020903
22,P6,Alpha,0.173194,0.002656
22,P2,Alpha,0.185200,0.001296
22,CPz,Alpha,0.179821,0.001830
22,TP8,Alpha,0.176266,0.002220
22,C6,Alpha,0.162647,0.005029
22,C2,Alpha,0.133510,0.020928
22,FC4,Alpha,0.120468,0.038323
22,FT8,Alpha,0.090929,0.116654
22,F6,Alpha,0.036997,0.529597
22,AF8,Alpha,0.113783,0.055026
22,F2,Alpha,0.106634,0.065563
23,Fp1,Alpha,0.065566,0.264915
23,Fz,Alpha,0.034710,0.551281
23,F3,Alpha,0.174244,0.002718
23,F7,Alpha,0.087655,0.153977
23,FC5,Alpha,0.098900,0.095053
23,FC1,Alpha,0.032440,0.577630
23,C3,Alpha,-0.033128,0.569588
23,T7,Alpha,0.095589,0.103070
23,CP5,Alpha,0.025796,0.657391
23,CP1,Alpha,-0.050018,0.389597
23,Pz,Alpha,-0.047949,0.409527
23,P3,Alpha,0.016317,0.778722
23,P7,Alpha,-0.007788,0.893322
23,O1,Alpha,0.087258,0.132226
23,Oz,Alpha,0.104004,0.072537
23,O2,Alpha,0.085327,0.141709
23,P4,Alpha,0.080349,0.165815
23,P8,Alpha,0.049516,0.395175
23,CP6,Alpha,0.104229,0.072883
23,CP2,Alpha,-0.044588,0.443163
23,Cz,Alpha,-0.043602,0.452565
23,C4,Alpha,0.074223,0.200606
23,T8,Alpha,0.017891,0.760792
23,FC6,Alpha,0.040110,0.490336
23,FC2,Alpha,0.027148,0.641800
23,F4,Alpha,0.034301,0.554649
23,F8,Alpha,0.086095,0.140159
23,Fp2,Alpha,-0.012645,0.836150
23,AF7,Alpha,0.074284,0.216112
23,AFz,Alpha,0.022800,0.698027
23,F1,Alpha,0.038340,0.511134
23,F5,Alpha,0.182289,0.001667
23,FT7,Alpha,0.125787,0.031069
23,FC3,Alpha,0.072211,0.219396
23,C1,Alpha,-0.022116,0.703783
23,C5,Alpha,0.026870,0.645216
23,TP7,Alpha,0.080147,0.169772
23,P1,Alpha,0.007712,0.894707
23,P5,Alpha,-0.007092,0.903130
23,PO7,Alpha,0.071684,0.219611
23,PO3,Alpha,0.031689,0.585210
23,POz,Alpha,0.084175,0.146499
23,PO4,Alpha,0.078288,0.177705
23,PO8,Alpha,0.070991,0.220973
23,P6,Alpha,0.116447,0.044583
23,P2,Alpha,0.039019,0.502221
23,CPz,Alpha,-0.027968,0.630032
23,TP8,Alpha,0.004038,0.945226
23,C6,Alpha,0.063472,0.275560
23,C2,Alpha,0.057739,0.319712
23,FC4,Alpha,0.015759,0.787877
23,FT8,Alpha,0.013866,0.813488
23,F6,Alpha,0.035955,0.536401
23,AF8,Alpha,0.027631,0.637038
23,F2,Alpha,-0.027465,0.636771
24,Fp1,Alpha,0.326522,0.000000
24,Fz,Alpha,0.256224,0.000012
24,F3,Alpha,0.282276,0.000001
24,F7,Alpha,0.232751,0.000087
24,FC5,Alpha,0.210766,0.000348
24,FC1,Alpha,0.234114,0.000068
24,C3,Alpha,0.363070,0.000000
24,T7,Alpha,0.177889,0.002624
24,CP5,Alpha,0.249471,0.000021
24,CP1,Alpha,0.322590,0.000000
24,Pz,Alpha,0.295276,0.000000
24,P3,Alpha,0.229884,0.000092
24,P7,Alpha,0.076864,0.196520
24,O1,Alpha,0.122306,0.039420
24,Oz,Alpha,0.177470,0.002687
24,O2,Alpha,0.134843,0.023039
24,P4,Alpha,0.288412,0.000001
24,P8,Alpha,0.082193,0.167919
24,CP6,Alpha,0.236890,0.000059
24,CP2,Alpha,0.326883,0.000000
24,Cz,Alpha,0.181078,0.002188
24,C4,Alpha,0.272237,0.000003
24,T8,Alpha,0.163476,0.006021
24,FC6,Alpha,0.199051,0.000759
24,FC2,Alpha,0.252963,0.000016
24,F4,Alpha,0.328454,0.000000
24,F8,Alpha,0.265340,0.000007
24,Fp2,Alpha,0.321912,0.000000
24,AF7,Alpha,0.268853,0.000005
24,AFz,Alpha,0.332474,0.000000
24,F1,Alpha,0.311145,0.000000
24,F5,Alpha,0.287724,0.000001
24,FT7,Alpha,0.199871,0.000737
24,FC3,Alpha,0.246671,0.000026
24,C1,Alpha,0.334629,0.000000
24,C5,Alpha,0.242794,0.000040
24,TP7,Alpha,0.134150,0.023760
24,P1,Alpha,0.308480,0.000000
24,P5,Alpha,0.171429,0.003759
24,PO7,Alpha,0.051231,0.389728
24,PO3,Alpha,0.146795,0.013273
24,POz,Alpha,0.245554,0.000029
24,PO4,Alpha,0.178972,0.002468
24,PO8,Alpha,0.116546,0.049751
24,P6,Alpha,0.208694,0.000399
24,P2,Alpha,0.318967,0.000000
24,CPz,Alpha,0.259128,0.000010
24,TP8,Alpha,0.104278,0.079903
24,C6,Alpha,0.234736,0.000067
24,C2,Alpha,0.246349,0.000027
24,FC4,Alpha,0.230718,0.000087
24,FT8,Alpha,0.235672,0.000064
24,F6,Alpha,0.336111,0.000000
24,AF8,Alpha,0.392365,0.000000
24,F2,Alpha,0.278933,0.000002
25,Fp1,Alpha,0.070683,0.249736
25,Fz,Alpha,0.062072,0.295496
25,F3,Alpha,0.028247,0.640324
25,F7,Alpha,-0.088711,0.185872
25,FC5,Alpha,0.007534,0.906035
25,FC1,Alpha,0.015401,0.794675
25,C3,Alpha,-0.111279,0.059280
25,T7,Alpha,-0.076174,0.222706
25,CP5,Alpha,-0.004564,0.938856
25,CP1,Alpha,-0.036543,0.536800
