Subject,Channel,Band,Correlation,P_Value
2,FC4,Alpha,-0.11169312650687548,0.06292391068640664
2,FT8,Alpha,-0.07577371415051777,0.2078428384726767
2,F6,Alpha,0.019788098815598978,0.7425494319836528
2,AF8,Alpha,-0.014098027449220245,0.8149744200449356
2,F2,Alpha,0.028063916719630086,0.6412853177078122
3,Fp1,Theta,-0.09274338264862517,0.11131738424457922
3,Fz,Theta,0.02848341424986225,0.6254983165054109
3,F3,Theta,-0.06367132182633568,0.27486998444892413
3,F7,Theta,0.11338932431805294,0.051312266749243815
3,FC5,Theta,0.08224503093594239,0.15812610033094027
3,FC1,Theta,0.054103035720044663,0.3536333291846716
3,C3,Theta,0.12973122376913918,0.02561649979671034
3,T7,Theta,0.01914017788506151,0.7429594622569662
3,CP5,Theta,0.00020425313808141777,0.9972080201139091
3,CP1,Theta,0.006029677318029169,0.9177244855808027
3,Pz,Theta,-0.05926875018363494,0.30949738224091317
3,P3,Theta,-0.11652555314641443,0.04516359834114653
3,P7,Theta,-0.022823606834072283,0.6957516646792623
3,O1,Theta,-0.08841648746442327,0.12908697457224363
3,Oz,Theta,-0.07916237568625852,0.17435872943506653
3,O2,Theta,-0.07732233715663384,0.18462052415311447
3,P4,Theta,-0.0011577113221113726,0.984175996049974
3,P8,Theta,0.02501752101764883,0.6681680360503566
3,CP6,Theta,0.14411140059704985,0.013069714586219054
3,CP2,Theta,-0.06721473216294058,0.2489854510462782
3,Cz,Theta,0.05469848143477565,0.3483530271129065
3,C4,Theta,-0.056969232351395775,0.32867704449912283
3,T8,Theta,0.09696262768959767,0.09589776393306897
3,FC6,Theta,0.06930050964732046,0.23456726541681652
3,FC2,Theta,-0.05708157351454867,0.32772259189746056
3,F4,Theta,0.04144549631516833,0.477491162388048
3,F8,Theta,0.12743988078469745,0.028363085964880432
3,Fp2,Theta,-0.020934472105079156,0.7198302742117053
3,AF7,Theta,-0.04047781276792328,0.487842536760526
3,AFz,Theta,-0.09471491672311085,0.10388582739032673
3,F1,Theta,-0.02193783276419789,0.7070053700519647
3,F5,Theta,-0.04230257729600647,0.4684236793556841
3,FT7,Theta,0.0028808827104188596,0.9606364172829867
3,FC3,Theta,0.1317935981504317,0.02334326538694967
3,C1,Theta,0.04963246861381175,0.3948689542022913
3,C5,Theta,0.016471243337621934,0.777788559197846
3,TP7,Theta,0.032426586076971194,0.5784339392855532
3,P1,Theta,-0.010185274173464237,0.8614747637785433
3,P5,Theta,-0.10868178035815484,0.06183799625508395
3,PO7,Theta,-0.07213183216719032,0.21595181582823386
3,PO3,Theta,-0.031013758551863328,0.5951062506431819
3,POz,Theta,-0.1347142659353838,0.0204230695581179
3,PO4,Theta,-0.0641684631528602,0.2711320768189745
3,PO8,Theta,-0.09043021262864347,0.12056188218331787
3,P6,Theta,0.05029904779365189,0.38854342083123417
3,P2,Theta,0.014979833138459313,0.797451506213063
3,CPz,Theta,-0.008584916673764438,0.8830702564115087
3,TP8,Theta,0.006341213073789836,0.9134897544639089
3,C6,Theta,0.07987069165801415,0.17052354616515786
3,C2,Theta,0.006485127543254634,0.9115343307485981
3,FC4,Theta,0.08226850286050326,0.1580070276132621
3,FT8,Theta,0.014931709009287206,0.7980881890610968
3,F6,Theta,0.036321528673405795,0.5336390671071423
3,AF8,Theta,-0.0030873893238440846,0.9578172975395296
3,F2,Theta,0.011208436703186067,0.8477207931614172
3,Fp1,Alpha,0.009746663038747716,0.8673839158355884
3,Fz,Alpha,0.1634195191208819,0.004822574926503682
3,F3,Alpha,0.08655164490043668,0.13739045011090334
3,F7,Alpha,0.08930050906816388,0.12528880161748293
3,FC5,Alpha,0.06549843579407962,0.2613031960443127
3,FC1,Alpha,0.041848578657638094,0.4732148994997699
3,C3,Alpha,-0.03757156575504223,0.5196415935134167
3,T7,Alpha,0.028020864392023802,0.6311252462671767
3,CP5,Alpha,0.0329592244046518,0.5722056537074182
3,CP1,Alpha,0.14377544370318665,0.013285715291814541
3,Pz,Alpha,-0.11848974040378314,0.04163694372405819
3,P3,Alpha,0.09076209378383943,0.11919994487775479
3,P7,Alpha,0.040188439561014505,0.490961214450232
3,O1,Alpha,-0.0024020791030045815,0.9671746174958922
3,Oz,Alpha,0.0019306250676688341,0.9736146052124528
3,O2,Alpha,-0.12880197873680976,0.02670147342477909
